"File","Coder","Coded","Id","Codename","Coded_Memo","Category","Category","Category"
"Entrevistado 3.docx","default","Quem vai no conselho em geral já são pescadores muito bem instruídos em termos políticos, em termos de gestão de pesca. Eu mesmo já bati de frente com um grupo que tem lá, mas eles entendem sim. O que eles exigem, que eles estão corretos é, se você vai tirar a minha pesca daquele mês, qual é a alternativa?","ctid:276","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 3.docx","default","Então, inclusive esse trabalho da ONG do Clemente e outros, que também estão dando alternativas de turismo, treinando, também ajuda. Então, assim, eu acho que a APA, ela tá com essa visão muito boa de você não corta nem só dar dinheiro, você também dá alternativas.","ctid:277","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 4.docx","default","então, por exemplo, o que aconteceu esse ano com o branqueamento de corais, se fosse numa floresta, se fossem as árvores pegando fogo, as árvores caindo, acontece alguma coisa assim, as pessoas geram uma comoção, vai todo mundo lá fazer alguma coisa,  e o que acontece em termos de água, tipo Maragogi, os corais quase acabaram,  e o que acontece, continua mesmo tanto gente indo, sem saber o que está acontecendo lá embaixo, continua mesmo tanto catamarã, continua mesmo tanto, sabe, não existe um plano emergencial de falar galera, vamos deixar os corais respirarem, é nem no sentido de respirar, mas tipo assim, peraí, nesse ano não vai poder ter tanta gente que não pode ter tanto esgoto em cima deles, eles já estão branqueando, a gente vai jogar um monte de esgoto em cima, a gente vai, sabe, e não tem isso de coisa, então é por aí, respondendo essa e aquela.","ctid:303","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 6.docx","default","A APA Costa dos Corais é uma Unidade de Conservação sustentável, que basicamente diz que ela é grande e que as pessoas podem viver ali, só que elas precisam viver ali de forma sustentável. A gente usa do recurso, mas a gente usa de uma forma que esse recurso dure por mais e mais gerações","ctid:345","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 7.docx","default"," Isso. Você vê o peixe-boi lá. O peixe-boi vinha dentro do estuário. Os pescadores pescando e atendendo o peixe-boi. Então, vamos ganhar dinheiro em cima do peixe-boi? Vamos. Como? Não foi fácil, não. 15 anos completou agora a associação. Mas hoje, 180 pessoas associadas. famílias, ganha dinheiro em cima.","ctid:380","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 7.docx","default"," Então as pessoas indiretamente já estão ganhando em cima do Peixe de Boi. Então pessoas que não tinham contato com o Peixe de Boi começaram a ganhar também. E assim, isso é desenvolvimento ambiental.","ctid:381","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 8.docx","default"," A APA, por exemplo, é uma unidade de uso sustentável. Então a utilização dos recursos naturais precisa existir até para a gama de renda para a população. E se a população não está inserida nesse processo de preservação também, não funciona. Então é algo que está muito atrelado, é uma simbiose. Não dá para falar em preservação sem falar também na valorização, na geração de renda da comunidade. E a associação peixe boi é um exemplo muito grande disso, de atrelar o desenvolvimento econômico para a preservação do meio ambiente, que é o que eles fazem de forma muito brilhante.","ctid:394","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 9.docx","default","  Pra de novo, é de muitas espécies. E se a gente não preservar hoje, Se a gente não educar as pessoas a isso, como é que a gente vai sobreviver? E quem a gente vai sobreviver? A gente sabe que é tudo o responsável. O Manguezal é responsável por muita coisa, né? Especificamente pra reprodução da vida marina. E é o nosso sustento. É o sustento de muita gente. Sem o pescado. Onde é que o povo vai?","ctid:424","3 Uso sustentável de todos os grupos","","Utilização dos recursos da área","Núcleo de Políticas"
"Entrevistado 1.docx","default","Buscar uma parceria melhor, para que a gente se unisse mais força para realmente defender essa classe, não só do pescador, do turismo, do meio ambiente, para que a gente fosse fortalecer isso, porque uma só coisa e muito, a gente se torna mais forte, entendeu?","ctid:1","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 11.docx","default","Justamente ao contrário. Se nós estamos dentro de uma área de preservação ambiental, Toda e qualquer outra atividade tem que ter o conhecimento de forma que nada do que seja feito interfira nesse ecossistema. Ela deve ser predominante, determinante ou estar acima de qualquer uma outra determinação ou lei que seja criada.","ctid:66","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 14.docx","default","Ele deve acontecer, é fundamental que exista a proteção dos maguezais. Infelizmente, ele como um APP não é respeitado. A gente vê todos os crimes ambientais relacionados a turismo, a expansão imobiliária. Mas ele deveria sim ser preservado pela função que ele possui, que ele tem, tanto como o sistema em si, como a relação com os outros sistemas, que é terrestre, que é aquático.","ctid:112","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 15.docx","default","De todos os animais marinhos, porque seja eles existem para a nossa subsistência de fato, ou seja para o turismo. Mas eu cresci no mar, então a minha relação com eles é muito boa. Tanto para o consumo, porque a minha comida favorita são os frutos do mar, quanto pra observação, como o peixe boi-marinho ou a tartaruga-marinha são espécies bandeiras. Mas tem tantas outras que a gente pode falar aqui. Resumindo, todas as espécies que é da natureza, inclusive o ser humano, que às vezes a gente esquece disso, elas precisam existir","ctid:135","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 16.docx","default","Tem as espécies de peixe, como o bumero, o tubarão lixa, o budião azul, a caranha, o serigato, são espécies que antes eram abundantes e por conta da sobrepesca essas espécies começaram a decair em termos de população. Então essas espécies hoje são consideradas ameaçadas de extinção em várias categorias. Umas são criticamente ameaçadas, outras são vulneráveis, outras estão em perigo. Então o trabalho de proteção dessas espécies, de preservação das espécies é muito importante porque diminui o risco de extinção. As ameaças continuam, mas nesse caso a ameaça principal é a peste. Já para o caranguejo, e guaiamum por exemplo, a ameaça não é a pesca, a ameaça é a ocupação dos manguezais. E aí também essa espécie está ameaçada, tem um plano para recuperar essa espécie, mas a captura é controlada. E ainda tem o peixe-boi, que é uma espécie de mamífero, Peixe-boi é um mamífero que é ameaçadíssimo, tem poucos e aí tem todo o processo de resgate dos animais. O resgate dos filhotes órfãos que se perdem da mãe, que ele passa um tempo mamando muito tempo e nos primeiros dias de vida a mãe tem que dar umas cabeçadas no filhotinho dele subir pra respirar que não sabe ainda.","ctid:163","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 16.docx","default","E aí isso tem o custo na ocupação do espaço físico que antes era um espaço com menos ocupação humana, com menos concentração demográfica. Aí vai ficando os espaços que eram livres, as áreas que eram livres, elas agora ficam ocupadas e ocupadas com bastante construção e isso impacta no sistema de tratamento de esgoto, impacta no sistema de distribuição de água, né? A maioria da população de Tamandaré sofre com a falta de água durante o verão, né? Os empreendimentos não sofrem. Todos os empreendimentos tem água à vontade, mas a população local não tem água, porque às vezes também não tem nem caixa d'água e quando tem caixa d'água, a água não tem força pra subir. Aqui no Cepene, que é um lugar mais central, com menos pessoas morando, acontece também, mesmo sendo um local que tem uma concentração de pessoas pequena. Agora imagina no centro da cidade, lá no oitizeiro, ou nas ruas paralelas à avenida principal. Todo mundo sofre com o abastecimento de água. Então isso tudo tem impacto direto. Tem impacto direto no lixo também, porque tem muito lixo na frente. E aí também a infraestrutura da cidade não é...dedicada para isso também. Não tem nenhuma campanha de sensibilização, o horário de colocar o lixo, de deixar o lixo lá para o caminhão passar, o local certo de depositar o lixo para o caminhão recolher. A questão da reciclagem, a gente vai ver esses dias aí. Também é pouco estimulada o trabalho das meninas que fazem parte da Associação da Reciclagem. É pouco incentivado, trabalham em condições ruins também de cuidado, de saúde. Tem poucos equipamentos, os equipamentos de proteção individual e os equipamentos também para processar melhor o material. A relação do comércio também com quem vem comprar, com intermediário, também é uma relação mais difícil. O esgoto, o bicho, quanto mais aumenta a população, mais impacto tem nisso. No trânsito da cidade também, porque na cidade praticamente não tinha trânsito. E agora é um caos, um verão. É melhor sair a pé de bicicleta do que sair de carro ou melhor nem sair.","ctid:164","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 17.docx","default","amamento de petróleo aqui nós provamos para o turismo e para a economia e sem meio ambiente equilibrado não tem turismo nem economia. Todo mundo sai perdendo. Então eu acho que tem impacto, mas impacto positivo.

Pesquisadora:","ctid:176","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 18.docx","default","ão é proibição, mas assim, solução, o que serve de alerta, aí a pessoa se toca e diz, ah, eu estava ficando meio errada, a gente vê as construções irregulares nas margens das praias, proibição, aqui mesmo na Manguezal já está tendo um problema, porque passaram cerca de arame farpada em boa parte do Manguezal, e quando ele falou, ah, vou mandar um avião para olhar onde é que está acontecendo a maré vermelha ali, por que não mandou um avião para olhar? O pessoal fechando o Manguezal com arame farpado, tirando do pessoal, é um promotor aí, que o pessoal não é desembargador e o pessoal não tem ação contra ele, porque já vem da justiça então, a propriedade é dele, o Manguezal não é, o Manguezal é nosso, então não adianta ele dizer que, ah, estou certa na lei porque tem quatro pés de coqueiro, arranque seus pés de coqueiro e vai cantar no teu canto, então é essas coisas que às vezes minha mãe, quando eu me envolvia assim em alguma questão que o prefeito mandava me convidar, minha mãe ficava morta, vou matar você porque você fala demais, que eu não sei o que, pra mim não fez diferença, ele vai matar uma pessoa que um dia vai morrer, eu não vim pra ficar pra vida toda, isso aí é antecipar, mas uma parte da vida não é tão, então essas coisas que acontece,","ctid:196","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 2.docx","default","Veja só, que ele é baseado na ciência, a gente tem que tomar muito cuidado. Mas quando envolve sociedade, quando envolve comunidades tradicionais, usando o mesmo termo que eu falei lá, da sensibilidade, é complicado. Veja que no caso dos manguezais, que é um ecossistema altamente produtivo, 70% da biodiversidade costeiro-marinha são de organismos que vivem pelo menos uma fase da vida nos manguezais, ele garante aquilo que a gente chama de segurança alimentar das comunidades tradicionais. Inclusive tem vários discursos, eu vi hoje, baixei um também, que falam das áreas protegidas e a questão da segurança alimentar. Nos manguezais isso é claríssimo, porque abriga muitos pescadores.","ctid:253","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 3.docx","default","Importantíssimo. Fundamental. Na APA também é outro lugar que a gente tem comprovado isso. Onde se mantém o manguezal, a gente tem uma bela qualidade de água, pescado e tudo. É outro foco que a gente não entende... Aí eu vou botar a minha culpa. A gente da academia não consegue explicar às pessoas a importância, mas é fundamental. E a APA, inclusive nessa última mudança da área da APA, a gente fez questão de colocar dentro todos os municípios para ficar correta ali, ó. Isso aqui é a área da água. Pra gente poder ter gestão. Sim. Porque se a água acaba aqui e aqui tem coisa, não pode fazer nada ali. Então, com o novo desenho, se conseguiu botar um pouquinho mais fundo, que era uma área que ainda tem, plataforma, que era da... E ainda botou um pouquinho, desenhou melhor os resíduos.","ctid:278","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 4.docx","default","ntão essas coisas têm que ser discutidas localmente, tem que ter uma flexibilidade, né? Para sair os decretos, o caranguejo começou a andar, aí o decreto proíbe tudo, né? E as medidas de manejo pesqueiro que as pessoas precisam entender é que elas não existem para que acabe a pesca. É para que continue tendo peixe para as pessoas, para a pesca continuar. Elas são extremamente necessárias. Então você proteger ela, você proibir a pesca de uma área por determinado tempo, por 20 anos ou por 30 anos, é para preservar a fase de vida de alguns indivíduos que conseguem ficar ali, se reproduzem, para que a gente tenha peixe nas outras regiões, porque senão não tem para acabar. E os pescadores artesanais, não sei se estão falando, mas os pescadores artesanais têm consciência disso.","ctid:307","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 7.docx","default","Então, é refúgio para os peixinhos maiores crescerem, refúgio para os peixes que sofrem algum ataque, ele vai para ali, se refugia ali e volta. E refúgio para toda a biodiversidade. E também refúgio para o poder econômico, levar o turista para as piscinas é bacana","ctid:371","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 8.docx","default","A APA, por exemplo, é uma unidade de uso sustentável. Então a utilização dos recursos naturais precisa existir até para a gama de renda para a população. E se a população não está inserida nesse processo de preservação também, não funciona. Então é algo que está muito atrelado, é uma simbiose. Não dá para falar em preservação sem falar também na valorização, na geração de renda da comunidade. ","ctid:393","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 9.docx","default","Atualmente a gente tá tendo assim. Tem previsão de algumas construções. Tem agora aqui alguns prédios. Mas eu digo que é um risco. Ao meio ambiente. Por quê? Pela falta justamente do saneamento. A gente tem que ter a cruz e a espada. Porque é assim, o empreendimento vai trazer benefícios, beleza. Mas vai prejudicar o bem ambiente. Mas a gente sabe que quando você bota na balança, o que pesa mais é a necessidade. Mesmo sabendo que bem ambiente é mais assim, uma propriedade. Uma sociedade que a gente tem muito… o imediatismo é pra ontem, tudo é hoje agora e eles preferem sobreviver.","ctid:431","4 Acesso igualitário para seres humanos e não humanos","","Acesso igualitário à recursos","Núcleo Profundo"
"Entrevistado 11.docx","default"," Agora, tem que haver a contrapartida dos órgãos de fiscalização, tá? Que não devem, não só fiscalizar, devem monitorar e não permitir que essa degradação aconteça. Você pode ter certeza, tá? E nós que formamos essa economia do turismo, do trem turismo, apoiamos todas essas ações que são de fiscalização. Apoiamos literalmente. Até cobramos. Achamos que elas são poucas. Existe pouca gente para fiscalizar. E nós, por iniciativa própria, algumas empresas ajudam na limpeza das praias e na orientação dos nossos visitantes. ","ctid:70","4 Alta","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 12.docx","default","Então, além do ordenamento feito pelo ICMBio, a gente está começando a querer fazer esse ordenamento e a município também. Então, para reforçar e colaborar com o ICMBIO, justamente o ICMBIO não consegue chegar a produtos de recursos suficientes, de recursos humanos suficientes. Então, estamos tentando aí conseguir montar essa estrutura de fiscalização, de ordenamento, de custo, de capacitação, para poder melhorar. Então, assim, as reuniões do Conapac sempre que acontecem, vira e mexe, traz esses assuntos. E também assuntos referentes à situação de denúncias, como é que procederam com relação a tal situação. Quando acontece lá no município, a gente já sabe mais ou menos qual o caminho que a gente tem que seguir, então isso também ajuda.","ctid:89","4 Alta","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 15.docx","default","xiste essa discussão de forma tão horizontal e tão enfática de conhecimento técnico, conhecimento tradicional, empírico, que sai tudo tão redondinho que não tem como não ser acatado. Então, dos meus anos de conselheira, eu só presenciei uma vez a presidência do conselho não acatar a decisão do conselho e por força maior. Ele é consultivo, mas ele acabou se transformando em deliberativo pelas decisões. ","ctid:142","4 Alta","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 16.docx","default"," Tem oito áreas de recuperação ao longo da área. Mas implantação efetiva que tem atividade durante todo o dia, monitoramento, tratamento, pesquisa, né? Que as outras áreas, elas são implantadas, mas tem essas atividades periódicas. Monitoramento não é todo dia, fiscalização também não é todo dia. É que a gente mantém um sistema de pesquisa, monitoramento, patrulhamento diário. ","ctid:154","4 Alta","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 17.docx","default","Tendo em vista a importância do mesmo, diversos municípios que fazem parte da APA Costa dos Corais, desde que ela foi criada, há pouco mais de 25 anos, mudaram e muito a sua relação com o meio ambiente, a relação justamente dos atores envolvidos, seja ele pescador, marisqueira, pessoal do turismo, o próprio poder público, diversas ações foram realizadas, projetos realizados, fizeram com que esses municípios crescessem de uma forma sustentável graças às discussões do Conselho.","ctid:192","4 Alta","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 14.docx","default","No meu caso, não importa se a opinião é igual ou é diferente, na realidade é pelo interesse, o interesse do setor diz.  Depende muito mais dessa coisa do interesse. Como eu tenho muito interesse pela coisa da ecologia, então eu tô sempre… ","ctid:100","4 Ambos os grupos","","Grupos com maior interação","Núclo Instrumental"
"Entrevistado 16.docx","default","Igual. Igual, porque a necessidade é a mesma. Tanto para buscar apoio para quem tem a opinião convergente, quanto também para discutir e procurar uma solução para quem tem opinião divergente. ","ctid:167","4 Ambos os grupos","","Grupos com maior interação","Núclo Instrumental"
"Entrevistado 17.docx","default","armente com todo mundo. E quando há sempre um posicionamento diferente a gente tenta entender porque existe esse posicionamento diferente.

E a gente conv","ctid:190","4 Ambos os grupos","","Grupos com maior interação","Núclo Instrumental"
"Entrevistado 18.docx","default","Tanto uns, como os diferentes também. Às vezes a gente até fica  conflitando, eu dizendo uma coisa, minha realidade, diz a deles, não pode se caminhar, mas a gente termina achando um denominador comum de entrar em consenso para a gente não estar  alongando as discussões","ctid:217","4 Ambos os grupos","","Grupos com maior interação","Núclo Instrumental"
"Entrevistado 5.docx","default","Então assim, é bem eclético nesse aspecto. Não tem muitas opiniões formadas, eu acho","ctid:329","4 Ambos os grupos","","Grupos com maior interação","Núclo Instrumental"
"Entrevistado 1.docx","default","Já, sempre. A gente faz parte da comunidade aqui. Eu faço parte de um grupo de associação. A gente discute sobre isso. A gente faz também parte do condema. Mas uma dica muito importante do conselho municipal. É muito importante para debater sempre algumas coisas. São todos os conselhos que estão lá. A gente sempre debate.","ctid:233","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 13.docx","default","Sim, várias vezes. ","ctid:457","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 15.docx","default","Sim, a gente conversa antes, durante e depois com alguns conselheiros. Mas eu confesso que a gente conversa mais nos encontros.","ctid:141","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 15.docx","default","Sim, a gente se juntou e eu posso até citar sobre o ordenamento dos bugs na praia em Maradonjim. Juntou todos os setores para poder decidir. Outra situação foi das licenças ambientais para as construções, porque lá dentro do CONAPAC, a gente tem a oportunidade de reunir os grupos de trabalho e as câmaras temáticas, que são espaços que juntam as instituições diferentes, com opiniões diferentes. Então, é uma oportunidade que a gente tem de conversar e compartilhar as ideias.","ctid:223","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 16.docx","default","Sempre. Sempre. Conversamos sempre, mesmo os assuntos que tem convergência, quanto os assuntos também que tem divergência, então a gente sabe que eu converso sempre com eles, sejam do governo, municipal, estadual ou federal, sejam também das ONGs, da academia, da iniciativa privada.","ctid:166","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 16.docx","default"," Já, várias.  Pesquisadora: Você consegue me dar um exemplo?  Entrevistado 16: Sim, esse exemplo do rio Mamucabas também da vasa. A parte para a criação da reserva extrativista, o ordenamento do turismo nas piscinas naturais, então sempre tem essa interação. A gente sempre procura os parceiros para poder efetivar as propostas. Porque é uma disputa, né?  Pesquisadora: Sim, é uma disputa.  Entrevistado 16: É uma disputa e aí a gente sempre se coloca do lado da conservação. Às vezes eu dou exemplo também. Eu brinco, mas acabo falando sério que é assim, é como se a gente tivesse no papel dos bichos, né? Porque o pescador tem o pescador pra falar, tem as outras instituições que representam os pescadores pra falar, o turismo também tem o setor turístico pra falar, o governo também tem os interesses, os animais não tem, o peixe boi tem as ONGs ambientalistas, mas eu sempre Forço as pessoas, imagina se eu sou uma tartaruga, estou nadando lá com a minha família, vem uma rede de arrastos irregular, que não está permissionada, não está cadastrada, está arrastando no lugar errado, me leva e pronto, acabou todo mundo. Porque aí tem até uns estudos sobre isso, teses de doutorado, mestrado, que se colocam a visão, dos tubarões e das tartarugas sobre o processo de gestão da pesca no Brasil. Então, como que essas espécies que vivem muitos anos, a tartaruga vive muitos anos, os tubarõe também, os tubarões estão na terra milhões de anos e não mudam, é sempre aquela mesma coisa, as tartarugas também. Então, como que esse processo de gestão afeta esses animais? Ruim, porque estão desaparecendo. Aí todo mundo fala que tem que ter a escuta ativa dos pescadores, aí eu brinco,  tem que ter a escuta ativa do peixe boi, da tartaruga, do mero, né? Se você perguntar, que eu falei outro dia, esses caras são bravos comigo. Não no Conapacc, mas no outro fora. Se a gente perguntar pras tartarugas como que tá a vida delas com relação à pesca, elas vão dizer que tá horrível, porque morre um monte de uma vez. Acaba o período do defeso, por exemplo, lá em Sergipe e Alagoas, todo mundo vai pescar e um dia morrem 500 tartarugas que tão subindo pra desovar, tão cheias de… tem no mínimo 60 ovos elas vão botar no mínimo 60 ovos antes de botar os 60 ovos essas 500 vezes 60 a mesma coisa do mero pescaram tanto, porque é um animal dócil, inofensivo chega assim na frente da gente pra mergulhar e o pessoal vai com uma… O Budião, às vezes o Budião azul, quando ele tá dormindo, ele dorme. E ele cria tipo uma bolha na volta dele, tipo um plástico. E aí os mergulhadores vão lá e ele tá dormindo totalmente inofensivo, sem poder se defender, quase nada. E aí, ultimamente, eu tenho feito isso cada vez mais, eu faço cada vez mais, porque nesses fóruns de pesca, as pessoas pensam menos no bicho, porque não adianta, porque se não tiver a biodiversidade, vocês não vão ter o que pescar. E é pior, cada vez ter mais medida de restrição, é pior. Então, sempre forço as pessoas a pensarem nisso.","ctid:221","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 17.docx","default","ito, muito. Principalmente quando o assunto é a pauta, de certa forma tem alguma característica, algo que não estraga a memória, algo que represente um tipo de conflito, algum problema que a gente vive em si. A gente sempre conversa muito com diversos atores. A gente acha importante essa interação. E o que eu acho interessante justamente, que é algo que eu tenho brigado bastante após a pandemia, é que as reuniões continuem sendo sempre presenciais, porque para que haja essa interação, a pauta é essa.

Mas a gente est","ctid:189","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 18.docx","default","Tanto antes como depois. Porque às vezes a gente tem uma coisa que ficou  amarrada ali e a gente precisa discutir e a gente leva a questão para a Câmara Temática. E às vezes tem uns grupos de trabalhos que é o GTS que a gente precisa discutir  depois, que foi formado ali e a gente viu que precisa ser mais discutido e a gente fica conversando, às vezes eu fico ligando para o ICMBio, independente de estar na reunião não. Fico ligando para outras pessoas para a gente qual é o dia que a gente pode se juntar  para discutir sobre aquele assunto. Sobre as TAUs também que eu tenho que pôr de pé, das questões que arrancaram as barracas, dos pescadores que o empresário queria construir,  a máquina quebrou tudo. Cadê a reposição das barracas para construir? Cadê a reposição das redes de pesca? Quem que vai devolver? A prefeitura está errada. Quem quebrou? Era o empresário. Não tinha que tirar da prefeitura para fazer. Era o empresário que ia pagar, não foi que quebrou? Se eu quebro alguma coisa na tua casa, não tem que te dar? Então é essa coisa que a gente fica discutindo fora do eixo do trabalho. Os pescadores Estão 18 meses sem poder pescar. Que foi tudo devastado deles, quebrado tudo, passado na máquina levada, jogado nas caçambas e jogado no lixo. Como que eles não tivessem que não fossem seres humanos. Então é essas coisas que acontecem que a gente precisa estar à par e das discussões dentro e fora da região do conapacc. Não só do CONAPAC, mas como CONDEMA, como associações, como o grupo de mulheres, como a rede de mulheres que eu faço parte, que estou como delegada da rede de mulheres do Ministério de Alagoas. Mas é essas questões que a gente leva para dentro dos grupos, as discussões, quem são as pessoas que podem nos representar, como que a gente vai discutir isso, essas coisas que a gente vai se agregando para a gente discutir na fase pauta para a gente levar para o grupo e depois da pauta o que a gente somou de bom para a gente também. Essas coisas que a gente faz. ","ctid:216","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 2.docx","default","Sim, tivemos que nos reunir, viu? Sim, de fato.","ctid:259","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 3.docx","default","Sim, mas sempre assim, com essa visão. Essa visão de que o carinho, a opinião da instituição me defenderia. Eu não iria contra também o que eu, como uma Universidade Federal, posso falar. A minha opinião vai muito mais nos conselhos temáticos ou naqueles grupos, que às vezes a gente tem grupos para discussão. Aí eu dou a minha opinião. Por exemplo, eu agora estou na... nesse novo grupo que vai discutir o plano de pesquisa. Aí eu vou levar mais a minha opinião. Então, sim, às vezes a gente se junta e faz, ó, o que é que tu acha? Por exemplo, a quantidade de barcos que podem ir para as piscinas de tal praia. Aí eu saio pesquisando, ouvindo. E ali dá... Às vezes até do ICMBio eu venho e pergunto, ah, não quer que eu viva ali de feira da lua? Não dá, tá animado. Aí eu vou e defendo. Mas assim, eu faço muito isso. Aí às vezes eu me abstenho também. Se eu não sei nada, meu amigo, eu não falo não. Eu prefiro ficar lá. ","ctid:284","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 5.docx","default","Já, já, já","ctid:330","4 Com muita frequência","","Formação de coalizões para defesa de interesses","Núclo Instrumental"
"Entrevistado 1.docx","default","Você vê o clima local, a degradação da nossa área. Está muito sério. Acho que pode acontecer a gente preservar a nossa área de praia. Isso é muito importante. É delimitar os 32 metros de praia. Isso é muito importante para o nosso local. Eu vejo isso se degradando muito rápido. Vai chegar um ponto que a gente não vai conseguir mais nem ver a nossa beleza, que é isso aí que você está vendo aqui.","ctid:4","4 Cultura totalmente integrada ao meio ambiente","","Tradição cultural","Núcleo Profundo"
"Entrevistado 4.docx","default","participei por um grupo pró-resex, e a cultura local é belíssima de conhecimento ecológico local, dessa parte deles, eles são incríveis em relação a isso, conhecem o lugar como um todo","ctid:288","4 Cultura totalmente integrada ao meio ambiente","","Tradição cultural","Núcleo Profundo"
"Entrevistado 6.docx","default","Eu acho que essa relação direta com a natureza, com a pesca de subsistência, com as comunidades tradicionais que estão relacionadas a manguezal, recinto de coral, pesca artesanal, marisqueiras, eu acho que essa cultura da sócio de biodiversidade é o mais forte. E aí a gente, a APA é gigante, né? A APA tem 400 quilômetros de extensão. Então, dependendo de onde a gente está, a gente tem culturas específicas. Ali no sul de Pernambuco tem uma cultura mais específica do que se a gente compara as Amigas dos Milagres. As Amigas dos Milagres têm movimentos culturais carnavalescos, que a gente não vê tão forte nas outras regiões, mas eu acho que quando a gente fala de APA, e quando eu falo da referência na APA, é principalmente associada à sócio de biodiversidade e as comunidades tradicionais.","ctid:339","4 Cultura totalmente integrada ao meio ambiente","","Tradição cultural","Núcleo Profundo"
"Entrevistado 11.docx","default","Eu acho que os municípios, não só os que estão dentro da área de preservação ambiental, mas digamos que Na área de proteção ambiental, mais ainda, eles deveriam ser totalmente comprometidos. Então, por exemplo, um plano diretor de um município, primeiro ele teria que verificar toda a sua relação com o mar, com a praia e com o manguezal, antes de fazer qualquer plano de urbanização.","ctid:68","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 14.docx","default"," Então esse é um dos grandes nós, um dos grandes conflitos, um dos grandes debates dentro da Apacosta dos Corais, que é essa utilização dessas pessoas e a história que eu contei a você, que foi os pescadores e tal, e coisa tão relacionada a isso também, que eles acham não, mas existe piscinas naturais ali que não estão autorizadas, mas eles usam assim mesmo e aí também essa força da fiscalização, que não Não existe, mas era fundamental que isso pudesse acontecer","ctid:115","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
